ticker,year,cc_expo,cc_tfidf,risk_narrow,risk_curated,risk_thesaurus,risk_lm_uncertainty,isin
BA,2022,0.00046187660346661664,0.002540217779143879,0.0,0.0,7.440476190476191e-05,8.21287779237845e-05,US0970231058
BA,2023,0.0003647639483552796,0.0019169854905314253,0.0,0.0,0.0,0.0,US0970231058
BA,2024,0.00036274765796673845,0.001850113947342623,0.0,0.0,0.0,8.903133903133904e-05,US0970231058
CAT,2022,0.002892899968895944,0.012872335253240795,0.0,0.0,5.302226935312831e-05,0.0005098099245241994,US1491231015
CAT,2023,0.002426384996610674,0.011003239651371859,0.0,6.456611570247934e-05,0.0,0.0004424930543404324,US1491231015
CAT,2024,0.004864479960738891,0.022953738387233247,0.0,6.174364040503828e-05,0.0,0.0011774197328041187,US1491231015
CVX,2008,0.0005827189917013182,0.003054185474923199,0.0,0.0,0.0,0.0,US1667641005
CVX,2009,0.0003233285165831451,0.0017541980805202717,0.0,0.0,7.396449704142012e-05,7.396449704142012e-05,US1667641005
CVX,2010,0.0015086902967021878,0.007380325620063999,0.0,0.0,8.261731658955717e-05,8.261731658955717e-05,US1667641005
CVX,2011,0.0013479917836250012,0.0068073431938270364,0.0,0.0,0.0,0.0,US1667641005
CVX,2012,0.00127070278443323,0.006701711050691014,0.0,0.0,0.0,0.00018301610541727673,US1667641005
CVX,2013,0.0011278313011657936,0.005498887049316982,0.0,0.0,0.0,8.931761343336905e-05,US1667641005
CVX,2014,0.0005399542858553394,0.002483071753690634,0.0,0.0,0.0,6.60676532769556e-05,US1667641005
CVX,2015,0.0007390040789045791,0.0032271264876650766,0.0,0.0,6.451612903225807e-05,0.00013657617372877278,US1667641005
CVX,2016,0.00027723950870263544,0.0013009940891001198,7.739938080495357e-05,7.739938080495357e-05,7.739938080495357e-05,7.739938080495357e-05,US1667641005
CVX,2017,0.000786215299877424,0.003944257523945844,7.4360499702558e-05,7.4360499702558e-05,7.4360499702558e-05,0.00014298525951589867,US1667641005
CVX,2018,0.0015354184487524657,0.0073210225184167374,0.0,0.0002663115845539281,0.0002663115845539281,0.0004283861388489038,US1667641005
CVX,2019,0.005195815862465894,0.021415632242305423,0.0,0.0,9.307520476545048e-05,0.0003757985719654265,US1667641005
CVX,2020,0.008096399018694474,0.032818309894212847,6.804572672836147e-05,0.00013609145345672293,0.00022787043641898865,0.0012506384768141922,US1667641005
CVX,2021,0.008302817323586325,0.03219778286031837,0.0,0.0,0.0,0.0006291907671450942,US1667641005
CVX,2022,0.005439982233080218,0.020979379946282666,0.0,0.00014801657785671994,0.0002347318050506152,0.0005859828720833574,US1667641005
CVX,2023,0.0032395083823181727,0.012428329369641906,0.00016212710765239947,0.00032291004923370125,0.0006496787691843218,0.0007280539908683262,US1667641005
CVX,2024,0.0035308728747309643,0.014695457225868392,0.0,0.0002236802863107665,6.896551724137931e-05,0.000917371610864567,US1667641005
DUK,2022,0.01399334937443422,0.05854680943757834,0.0,0.0,0.00038191805550198536,0.0019797711246262646,US26441C2044
DUK,2023,0.009937548722896112,0.04298256176088806,0.0,0.0002265879962039561,0.00012742099898063202,0.0008240676555907488,US26441C2044
DUK,2024,0.009426488216019649,0.04111651673254005,0.0,0.0,0.0,0.0008734364277500819,US26441C2044
F,2022,0.004959779358894978,0.022361502128806866,8.383635144198524e-05,0.00016767270288397049,0.0005245591368099888,0.0009798726943015237,US3453708600
F,2023,0.005723451642666924,0.025270820587757967,7.568876778686043e-05,0.00035994118393239765,0.00024477906200397236,0.0009644677415914097,US3453708600
F,2024,0.006337859105965109,0.027345195108825264,0.0,0.0,0.0002421780268482202,0.0004004915786880539,US3453708600
GM,2022,0.005071600723489698,0.022638709546463263,0.00012840267077555214,0.00019240676703771291,0.0003247519232049972,0.001015226572939145,US37045V1008
GM,2023,0.005907532173979797,0.02372010544795866,6.405329233922624e-05,0.0001295669191736078,6.405329233922624e-05,0.0009039538147134236,US37045V1008
GM,2024,0.006204720869336948,0.026280584625353414,0.0,6.287726358148894e-05,0.0,0.001037390429368171,US37045V1008
JPM,2022,0.00024039037134287967,0.0013646369545493764,0.0,0.00024039037134287967,7.883948281299275e-05,0.00024039037134287967,US46625H1005
JPM,2023,0.0005120475958180171,0.0025761277053822705,0.00022453516138141012,0.00029235936105585395,0.00022453516138141012,0.0003608900628102399,US46625H1005
JPM,2024,6.613756613756614e-05,0.0003754466800441985,0.0,0.0,0.0,0.0,US46625H1005
KO,2022,0.0008821258683195947,0.004230661182607137,0.0,0.0,0.0,7.498500299940011e-05,US1912161007
KO,2023,0.0005926722455511166,0.0030317796504707667,0.0,0.0,0.0,0.0,US1912161007
KO,2024,0.0004950566372285523,0.002682805434145199,0.0,0.0,0.0,0.00020610057708161583,US1912161007
MSFT,2022,0.0006688614857428265,0.0031991790820984937,0.0,0.0,0.0,0.0,US5949181045
MSFT,2023,0.0006644589034589635,0.003093713855368279,0.0001199616122840691,0.0001199616122840691,0.0001199616122840691,0.0001199616122840691,US5949181045
MSFT,2024,0.00018714784744806696,0.0009325819039642828,0.0,0.0,0.0,0.0,US5949181045
NEE,2022,0.02374075193758622,0.10088059177233157,0.0005782575173477255,0.0008395724799721702,0.0014219506817518001,0.009421709199224174,US65339F1012
NEE,2023,0.0173594929452869,0.07585106314869958,0.0,0.0003395249658759786,0.0006902707434678389,0.006769143001208611,US65339F1012
NEE,2024,0.01894325605170724,0.08310614290255244,0.0001405678942929435,0.0011541540053642213,0.0008696242661033986,0.0061911184943314705,US65339F1012
PFE,2022,0.00020079105391596823,0.0010074054338893444,0.0,0.0,0.0,0.0,US7170811035
PFE,2023,0.00030790862522383014,0.001747921458990577,0.0,0.0,0.0,5.9937664828578277e-05,US7170811035
PFE,2024,0.0,0.0,0.0,0.0,0.0,0.0,US7170811035
UNH,2022,0.00030552976264403275,0.0014824762703544224,0.0,0.0,0.0,0.0,US91324P1021
UNH,2023,7.559721802237678e-05,0.0003767467963190457,7.559721802237678e-05,7.559721802237678e-05,7.559721802237678e-05,7.559721802237678e-05,US91324P1021
UNH,2024,0.00013962580284836637,0.0007159239958020422,0.0,0.0,0.0,0.0,US91324P1021
WMT,2022,0.001438421615394056,0.0061634770704308214,0.0,0.0,6.707807888382076e-05,0.0,US9311421039
WMT,2023,0.0,0.0,0.0,0.0,0.0,0.0,US9311421039
WMT,2024,0.00037534016288659033,0.0011148109047917157,0.0,0.0,0.0,6.727664155005382e-05,US9311421039
XOM,2006,0.0025473002821840684,0.01273924825582637,0.0,9.314456035767511e-05,9.314456035767511e-05,0.0005903295247557543,US30231G1022
XOM,2007,0.0012969443791238434,0.005796259839635308,0.0,0.0,0.0,0.0,US30231G1022
XOM,2008,0.0020057908747326317,0.007970629808746904,0.0,0.0,0.0,0.0002898311174991017,US30231G1022
XOM,2009,0.001880854412522017,0.008749765555404642,0.0,0.0,0.0,0.00032385244052925816,US30231G1022
XOM,2011,0.000733641438779061,0.0038393906780979526,0.0,0.0,0.0,0.0001572375223530669,US30231G1022
XOM,2012,0.0009139380803901771,0.004548986955653712,0.0,0.0,0.0,0.00014342941499966477,US30231G1022
XOM,2013,0.001830210525268806,0.008881900914473953,0.0,0.0,0.0,6.530825496342738e-05,US30231G1022
XOM,2014,0.0008722182486418941,0.004129971734279061,0.0,0.00020366993432557762,5.945303210463734e-05,0.00020366993432557762,US30231G1022
XOM,2015,0.0008676630072767866,0.004140956963494848,0.0,0.0,0.0,5.907372400756144e-05,US30231G1022
XOM,2016,0.001164754084757282,0.005869336898298165,0.0,0.0,0.0,5.4872695346795435e-05,US30231G1022
XOM,2017,0.0006108490407700421,0.003257274474870153,0.0,0.0,0.0,5.0291691812512574e-05,US30231G1022
XOM,2018,0.0005753078716575655,0.002983214211115981,0.0,0.0,0.0,0.0,US30231G1022
XOM,2019,0.0013527389606547429,0.0057108999680141066,0.0003683376733954395,0.0003683376733954395,0.0005024218782761045,0.000518985458872993,US30231G1022
XOM,2020,0.004171167791206947,0.016667378284732408,0.00010935304419264426,0.00010935304419264426,0.00010935304419264426,0.0003811512611963407,US30231G1022
XOM,2021,0.005518565334506981,0.02255158965951009,6.313131313131313e-05,6.313131313131313e-05,0.0001409644389096444,0.0004905171803917656,US30231G1022
